County,City,Model Year,Make,Model,Electric Vehicle Type,CAFV Status,Electric Range,Electric Utility,Vehicle Age
King,Bellevue,2025,FORD,F-150,BEV,,,Puget Sound Energy,1
Pierce,South Hill,2024,KIA,NIRO,BEV,,,Bonneville Power Administration,2
King,Renton,2019,AUDI,E-TRON,BEV,Eligible,204.0,Puget Sound Energy,7
Snohomish,Stanwood,2021,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,5
King,Maple Valley,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,2
Clallam,Port Angeles,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,13
Spokane,Spokane,2025,BMW,X5,PHEV,Eligible,40.0,Bonneville Power Administration,1
King,Redmond,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Bellevue,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Pierce,Roy,2025,FORD,F-150,BEV,,,Bonneville Power Administration,1
King,Vashon,2023,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,3
Thurston,Olympia,2024,CHEVROLET,EQUINOX,BEV,,,Puget Sound Energy,2
King,Seattle,2016,NISSAN,LEAF,BEV,Eligible,84.0,City Of Seattle,10
Snohomish,Edmonds,2023,CHEVROLET,BOLT EV,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,7
Douglas,East Wenatchee,2019,KIA,NIRO,BEV,Eligible,239.0,Pud No 1 Of Douglas County,7
Grays Harbor,Aberdeen,2015,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,11
Snohomish,Everett,2025,HYUNDAI,IONIQ 6,BEV,,,Puget Sound Energy,1
Pierce,Tacoma,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,9
King,Seattle,2024,KIA,NIRO,BEV,,,City Of Seattle,2
Pierce,Fircrest,2017,TESLA,MODEL S,BEV,Eligible,210.0,Bonneville Power Administration,9
Thurston,Olympia,2019,MITSUBISHI,OUTLANDER,PHEV,Not Eligible (Low Range),22.0,Puget Sound Energy,7
Pierce,Graham,2012,MITSUBISHI,I-MIEV,BEV,Eligible,62.0,Bonneville Power Administration,14
Pierce,Puyallup,2013,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,Puget Sound Energy,13
Yakima,Yakima,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Pacificorp,2
King,Redmond,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Snohomish,Bothell,2019,BMW,530E,PHEV,Not Eligible (Low Range),16.0,Puget Sound Energy,7
Spokane,Spokane,2023,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Modern Electric Water Company,3
Pierce,South Hill,2022,AUDI,Q4,BEV,,,Bonneville Power Administration,4
King,Seattle,2025,TESLA,MODEL 3,BEV,,,City Of Seattle,1
Whatcom,Ferndale,2016,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,10
Skagit,Anacortes,2022,VOLVO,C40,BEV,,,Puget Sound Energy,4
King,Seattle,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,City Of Seattle,2
Douglas,East Wenatchee,2024,FORD,MUSTANG MACH-E,BEV,,,Pud No 1 Of Douglas County,2
Thurston,Lacey,2014,CHEVROLET,SPARK,BEV,Eligible,82.0,Puget Sound Energy,12
King,Kent,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Kirkland,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Spokane,Colbert,2023,VOLKSWAGEN,ID.4,BEV,,,Bonneville Power Administration,3
Chelan,Chelan,2023,TESLA,MODEL Y,BEV,,,Pud No 1 Of Chelan County,3
Snohomish,Lynnwood,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Spokane,Spokane Valley,2020,PORSCHE,TAYCAN,BEV,Eligible,203.0,Bonneville Power Administration,6
Skagit,Mount Vernon,2013,NISSAN,LEAF,BEV,Eligible,75.0,Puget Sound Energy,13
King,Bellevue,2024,CADILLAC,LYRIQ,BEV,,,Puget Sound Energy,2
Snohomish,Bothell,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Snohomish,Bothell,2024,BMW,I4,BEV,,,Puget Sound Energy,2
Snohomish,Everett,2024,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,2
Pierce,Puyallup,2024,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,2
King,Bellevue,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Vashon,2016,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,10
King,Shoreline,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,City Of Seattle,13
Snohomish,Marysville,2023,RIVIAN,R1S,BEV,,,Puget Sound Energy,3
King,Bellevue,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Pierce,Lakebay,2025,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,1
Snohomish,Everett,2024,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Puget Sound Energy,2
Pierce,Puyallup,2026,RIVIAN,R1S,BEV,,,Puget Sound Energy,0
King,Seattle,2025,AUDI,Q4,BEV,,,City Of Seattle,1
Spokane,Spokane,2023,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Bonneville Power Administration,3
King,Federal Way,2022,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,4
King,Kirkland,2021,HYUNDAI,KONA,BEV,,,Puget Sound Energy,5
Pierce,Gig Harbor,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
King,Redmond,2025,FORD,F-150,BEV,,,Puget Sound Energy,1
Kitsap,Port Orchard,2024,KIA,EV6,BEV,,,Puget Sound Energy,2
Spokane,Deer Park,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Bonneville Power Administration,6
King,Seattle,2018,TESLA,MODEL 3,BEV,Eligible,215.0,City Of Seattle,8
Thurston,Olympia,2019,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,7
King,Sammamish,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Island,Oak Harbor,2017,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,9
King,Seattle,2023,TESLA,MODEL 3,BEV,,,City Of Seattle,3
Franklin,Pasco,2025,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,1
Snohomish,Everett,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Puget Sound Energy,2
Pierce,Tacoma,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Bonneville Power Administration,6
Island,Camano Island,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
Pierce,Tacoma,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,13
Pierce,Puyallup,2024,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Bonneville Power Administration,2
King,Seattle,2022,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,4
Pierce,Milton,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Bonneville Power Administration,6
King,Seattle,2022,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Puget Sound Energy,4
King,Kent,2023,TESLA,MODEL S,BEV,,,Puget Sound Energy,3
Snohomish,Lynnwood,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
King,Kent,2025,CADILLAC,OPTIQ,BEV,,,Puget Sound Energy,1
Thurston,Yelm,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Puget Sound Energy,6
King,Carnation,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Puget Sound Energy,6
Pierce,Buckley,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Skagit,Mount Vernon,2022,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,4
Spokane,Mead,2024,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,2
King,Redmond,2025,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,1
Kitsap,Poulsbo,2018,BMW,330E,PHEV,Not Eligible (Low Range),14.0,Puget Sound Energy,8
King,Seattle,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,City Of Seattle,9
Snohomish,Snohomish,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
King,Sammamish,2019,TESLA,MODEL X,BEV,Eligible,289.0,Puget Sound Energy,7
Thurston,Lacey,2018,HONDA,CLARITY,PHEV,Eligible,47.0,Puget Sound Energy,8
Pierce,Tacoma,2025,SUBARU,SOLTERRA,BEV,,,Bonneville Power Administration,1
King,Redmond,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Woodinville,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Pierce,Tacoma,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
King,Renton,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Clark,Vancouver,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Pierce,Tacoma,2024,KIA,EV6,BEV,,,Bonneville Power Administration,2
King,Seattle,2024,FORD,F-150,BEV,,,City Of Seattle,2
Lewis,Toledo,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
Pierce,Gig Harbor,2025,CHEVROLET,EQUINOX,BEV,,,Bonneville Power Administration,1
Whatcom,Bellingham,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Puget Sound Energy,6
Kittitas,Ellensburg,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
King,Bellevue,2017,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,9
Spokane,Spokane Valley,2023,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,3
King,Newcastle,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Spokane,Spokane Valley,2013,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,13
Snohomish,Marysville,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Everett,2023,KIA,EV6,BEV,,,Puget Sound Energy,3
Grant,Moses Lake,2022,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Pud No 2 Of Grant County,4
King,Redmond,2022,MINI,HARDTOP,BEV,,,Puget Sound Energy,4
King,Seattle,2024,AUDI,Q4,BEV,,,City Of Seattle,2
King,Seattle,2025,TOYOTA,BZ4X,BEV,,,City Of Seattle,1
Pierce,Fircrest,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Bonneville Power Administration,6
King,Redmond,2025,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,1
Snohomish,Lynnwood,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,South Hill,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Snohomish,Brier,2021,CHEVROLET,BOLT EV,BEV,,,Puget Sound Energy,5
Spokane,Valleyford,2025,FORD,MUSTANG MACH-E,BEV,,,Bonneville Power Administration,1
Snohomish,Edmonds,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
Spokane,Spokane Valley,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
King,Vashon,2024,VOLVO,XC60,PHEV,Eligible,35.0,Puget Sound Energy,2
King,Issaquah,2026,TESLA,MODEL 3,BEV,,,Puget Sound Energy,0
King,Bothell,2024,PORSCHE,TAYCAN,BEV,,,Puget Sound Energy,2
Snohomish,Sultan,2021,HYUNDAI,KONA,BEV,,,Bonneville Power Administration,5
Snohomish,Lynnwood,2022,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,4
Spokane,Spokane Valley,2021,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,5
Snohomish,Lynnwood,2024,KIA,EV6,BEV,,,Puget Sound Energy,2
King,Seattle,2025,MERCEDES-BENZ,GLC-CLASS,PHEV,Eligible,54.0,City Of Seattle,1
King,Mercer Island,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Whatcom,Bellingham,2024,FORD,F-150,BEV,,,Puget Sound Energy,2
Snohomish,Everett,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Pierce,Gig Harbor,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Pierce,Tacoma,2024,AUDI,E-TRON GT,BEV,,,Bonneville Power Administration,2
Snohomish,Snohomish,2022,TESLA,MODEL X,BEV,,,Puget Sound Energy,4
King,Redmond,2024,KIA,EV9,BEV,,,Puget Sound Energy,2
Pierce,Auburn,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Issaquah,2023,TOYOTA,BZ4X,BEV,,,Puget Sound Energy,3
Snohomish,Lynnwood,2023,FORD,F-150,BEV,,,Puget Sound Energy,3
King,Duvall,2019,AUDI,E-TRON,BEV,Eligible,204.0,Puget Sound Energy,7
Snohomish,Lynnwood,2024,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,2
Grays Harbor,Montesano,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Bonneville Power Administration,7
King,North Bend,2023,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,3
Thurston,Olympia,2024,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,2
King,Seatac,2020,TESLA,MODEL 3,BEV,Eligible,266.0,Puget Sound Energy,6
Snohomish,Everett,2019,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,7
Pierce,Puyallup,2016,TESLA,MODEL X,BEV,Eligible,200.0,Puget Sound Energy,10
Pierce,Tacoma,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,9
Thurston,Olympia,2023,TOYOTA,BZ4X,BEV,,,Puget Sound Energy,3
Lewis,Chehalis,2024,CHEVROLET,BLAZER,BEV,,,Puget Sound Energy,2
Snohomish,Lynnwood,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Puget Sound Energy,6
Snohomish,Monroe,2018,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,8
Snohomish,Lynnwood,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Seattle,2023,TESLA,MODEL 3,BEV,,,City Of Seattle,3
Island,Freeland,2023,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,3
King,Renton,2021,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,5
Clallam,Port Angeles,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,13
Pierce,Puyallup,2026,KIA,EV9,BEV,,,Puget Sound Energy,0
Whatcom,Everson,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
Skagit,Mount Vernon,2023,FORD,F-150,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
King,Bellevue,2025,BMW,I4,BEV,,,Puget Sound Energy,1
Skagit,Mount Vernon,2024,CHEVROLET,BLAZER,BEV,,,Puget Sound Energy,2
King,Fall City,2025,MERCEDES-BENZ,GLE-CLASS,PHEV,Eligible,49.0,Puget Sound Energy,1
Skamania,Washougal,2023,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Bonneville Power Administration,3
King,Issaquah,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
Chelan,Wenatchee,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Pud No 1 Of Chelan County,6
King,Snoqualmie,2024,MERCEDES-BENZ,EQE-CLASS SUV,BEV,,,City Of Tacoma,2
King,Mercer Island,2025,VOLVO,EX30,BEV,,,Puget Sound Energy,1
Snohomish,Woodinville,2023,LINCOLN,AVIATOR,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,3
Pierce,Puyallup,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
King,Maple Valley,2024,TESLA,CYBERTRUCK,BEV,,,Puget Sound Energy,2
Whatcom,Bellingham,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Clyde Hill,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Pierce,South Hill,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Seattle,2025,HONDA,PROLOGUE,BEV,,,City Of Seattle,1
Snohomish,Everett,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,9
King,Kirkland,2025,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,1
Pierce,South Hill,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Puget Sound Energy,13
King,Woodinville,2024,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,2
Whatcom,Bellingham,2022,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,4
King,Seattle,2019,TESLA,MODEL 3,BEV,Eligible,220.0,City Of Seattle,7
San Juan,Lopez Island,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,7
Chelan,Wenatchee,2023,TESLA,MODEL Y,BEV,,,Pud No 1 Of Chelan County,3
Snohomish,Snohomish,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Benton,Richland,2023,VOLVO,S90,PHEV,Eligible,38.0,Bonneville Power Administration,3
Snohomish,Everett,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Clallam,Port Angeles,2020,NISSAN,LEAF,BEV,Eligible,215.0,Bonneville Power Administration,6
Snohomish,Edmonds,2013,NISSAN,LEAF,BEV,Eligible,75.0,Puget Sound Energy,13
Pierce,Gig Harbor,2025,BMW,X5,PHEV,Eligible,40.0,Bonneville Power Administration,1
Mason,Tahuya,2024,FORD,F-150,BEV,,,Bonneville Power Administration,2
Snohomish,Mill Creek,2023,RIVIAN,R1T,BEV,,,Puget Sound Energy,3
Thurston,Olympia,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Puget Sound Energy,6
Pierce,Tacoma,2025,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,1
King,Clyde Hill,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Snohomish,Bothell,2025,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,1
King,Preston,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Gig Harbor,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Island,Freeland,2025,RIVIAN,R1S,BEV,,,Puget Sound Energy,1
Walla Walla,College Place,2024,KIA,EV6,BEV,,,Pacificorp,2
Whitman,Palouse,2018,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Avista Corp,8
Benton,West Richland,2021,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,5
King,Seattle,2025,HYUNDAI,IONIQ 5,BEV,,,City Of Seattle,1
Island,Freeland,2023,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,3
King,Sammamish,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Benton,Richland,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
Pierce,Tacoma,2022,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,4
Snohomish,Lynnwood,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Sammamish,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Bellevue,2023,TESLA,MODEL X,BEV,,,Puget Sound Energy,3
Pierce,Puyallup,2020,LINCOLN,AVIATOR,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,6
Snohomish,Lake Stevens,2022,MAZDA,MX-30,BEV,,,Puget Sound Energy,4
Clark,Vancouver,2024,TOYOTA,BZ4X,BEV,,,Bonneville Power Administration,2
Okanogan,Winthrop,2022,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,"Okanogan County Elec Coop,",4
Pierce,Dupont,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Thurston,Olympia,2023,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,3
King,Kenmore,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
King,Seattle,2020,NISSAN,LEAF,BEV,,,City Of Seattle,6
Island,Freeland,2024,VOLVO,XC40,BEV,,,Puget Sound Energy,2
King,Woodinville,2022,VOLVO,XC90,PHEV,Eligible,35.0,Puget Sound Energy,4
Thurston,Olympia,2019,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,7
King,Kirkland,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
Pierce,South Hill,2022,FORD,TRANSIT,BEV,,,Bonneville Power Administration,4
Snohomish,Bothell,2023,AUDI,Q4,BEV,,,Puget Sound Energy,3
King,Vashon,2016,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,10
Spokane,Greenacres,2025,BMW,M5,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,1
Jefferson,Port Ludlow,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
Snohomish,Edmonds,2024,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,2
Snohomish,Everett,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,2
Snohomish,Bothell,2022,BMW,IX,BEV,,,Puget Sound Energy,4
Pierce,Puyallup,2024,AUDI,Q4,BEV,,,Bonneville Power Administration,2
Snohomish,Edmonds,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,2
Stevens,Colville,2018,CHEVROLET,VOLT,PHEV,Eligible,53.0,Avista Corp,8
King,Bellevue,2021,NISSAN,LEAF,BEV,,,Puget Sound Energy,5
Thurston,Olympia,2020,MITSUBISHI,OUTLANDER,PHEV,Not Eligible (Low Range),22.0,Puget Sound Energy,6
Whatcom,Bellingham,2015,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,11
Spokane,Spokane,2024,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,2
King,Renton,2018,HONDA,CLARITY,PHEV,Eligible,47.0,Puget Sound Energy,8
Walla Walla,Walla Walla,2017,TESLA,MODEL 3,BEV,Eligible,220.0,Pacificorp,9
Asotin,Asotin,2022,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Bonneville Power Administration,4
Grant,Moses Lake,2022,TESLA,MODEL Y,BEV,,,Pud No 2 Of Grant County,4
Pierce,Puyallup,2023,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,3
King,Redmond,2023,FORD,TRANSIT,BEV,,,Puget Sound Energy,3
Yakima,Wapato,2024,TESLA,MODEL Y,BEV,,,Pacificorp,2
Chelan,Wenatchee,2015,NISSAN,LEAF,BEV,Eligible,84.0,Pud No 1 Of Chelan County,11
King,Seattle,2024,MERCEDES-BENZ,EQE-CLASS SUV,BEV,,,City Of Seattle,2
King,Woodinville,2025,LUCID,AIR,BEV,,,Puget Sound Energy,1
Snohomish,Woodinville,2021,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,42.0,Puget Sound Energy,5
King,Seattle,2024,TOYOTA,BZ4X,BEV,,,City Of Seattle,2
Pierce,Puyallup,2024,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,2
Thurston,Olympia,2020,MITSUBISHI,OUTLANDER,PHEV,Not Eligible (Low Range),22.0,Puget Sound Energy,6
Pierce,University Place,2020,KIA,NIRO,PHEV,Not Eligible (Low Range),26.0,Bonneville Power Administration,6
King,Bellevue,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
Snohomish,Lynnwood,2019,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,7
King,Seattle,2023,AUDI,Q4,BEV,,,City Of Seattle,3
Grays Harbor,Pacific Beach,2015,BMW,I3,BEV,Eligible,81.0,Bonneville Power Administration,11
King,Vashon,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
King,Seattle,2022,BMW,X5,PHEV,Eligible,30.0,City Of Seattle,4
Franklin,Pasco,2025,RIVIAN,R1S,BEV,,,Bonneville Power Administration,1
Spokane,Spokane Valley,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
King,Preston,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Ferry,Republic,2014,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,Bonneville Power Administration,12
Pierce,South Hill,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
San Juan,Friday Harbor,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
King,Seattle,2021,NISSAN,LEAF,BEV,,,City Of Seattle,5
Benton,Kennewick,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Bonneville Power Administration,7
Pierce,Buckley,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,2
King,Redmond,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Snohomish,2025,HYUNDAI,IONIQ 6,BEV,,,Puget Sound Energy,1
Pierce,Spanaway,2023,CHEVROLET,BOLT EUV,BEV,,,Bonneville Power Administration,3
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
Stevens,Colville,2024,TESLA,MODEL Y,BEV,,,Avista Corp,2
Whatcom,Bellingham,2016,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,10
Snohomish,Mill Creek,2015,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,11
King,Kirkland,2025,MERCEDES-BENZ,GLC-CLASS,PHEV,Eligible,54.0,Puget Sound Energy,1
Mason,Allyn,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
King,Seattle,2023,TESLA,MODEL 3,BEV,,,City Of Seattle,3
King,Kent,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Pierce,Lakewood,2025,BMW,X5,PHEV,Eligible,40.0,Puget Sound Energy,1
Benton,Richland,2018,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Bonneville Power Administration,8
King,Redmond,2024,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,2
King,Bellevue,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Whatcom,Bellingham,2016,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,10
Pierce,Tacoma,2022,AUDI,Q5,PHEV,Not Eligible (Low Range),23.0,Bonneville Power Administration,4
King,Black Diamond,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Bonneville Power Administration,7
Whatcom,Ferndale,2024,TESLA,CYBERTRUCK,BEV,,,Puget Sound Energy,2
Grant,Moses Lake,2024,FORD,F-150,BEV,,,Pud No 2 Of Grant County,2
Snohomish,Lake Stevens,2018,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,8
Spokane,Edwall,2013,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,13
Snohomish,Bothell,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
